TIPOVOL;GRED;ISBN;CODVOL;TITOLO;ANNO;PREZZO;PESO;PAGINE
0-Scolastico;01C;9788808454386;45438;AA.VV.*BIENVENUE A BORD 2       LDM ;19;17.20;480;192
0-Scolastico;01C;9788808514097;51409;AA.VV.*BIENVENUE A BORD 3       LDM ;19;19.20;480;192
0-Scolastico;01C;9788808690296;69029;AA.VV.*BIENVENUE A BORD IMPARARE LD ;19;12.40;350;136
0-Scolastico;01C;9788808516466;51646;AA.VV.*BIENVENUE A BORD U       LDM ;20;30.00;1060;424
0-Scolastico;01Z;9788808253804;25380;ANDOLFI E AL*QUICK STEP(COST.2ED)LM ;04;21.10;580;228
0-Scolastico;01Q;9788808777690;77769;"ARPINATI""MUS*MAT AZ 3E 2.0 1    LDM ";17;26.60;1570;728
0-Scolastico;01Q;9788808295200;29520;"ARPINATI""MUS*MAT AZ 3E 2.0 2    LDM ";17;26.30;1320;536
0-Scolastico;01Q;9788808892317;89231;"ARPINATI""MUS*MAT AZ 3E 2.0 3    LDM ";17;26.90;1350;544
0-Scolastico;01Q;9788808844361;84436;"ARPINATI""MUS*MAT.AZ 2.0 INVALSI 4ED ";18;6.60;250;96
0-Scolastico;01Q;9788808257789;25778;"ARPINATI""MUS*VIS MAT.SERVE CNF1 LDM ";14;25.30;1340;584
0-Scolastico;01Q;9788808501073;50107;"ARPINATI""MUS*VIS MAT.SERVE CNF2 LDM ";14;25.30;1200;480
0-Scolastico;01Q;9788808601070;60107;"ARPINATI""MUS*VIS MAT.SERVE CNF3 LDM ";14;24.20;1150;440
0-Scolastico;01Q;9788808936462;93646;"ARPINATI""MUSIANI*MAT AZ 3E CNF1 LDM ";15;27.20;1450;720
0-Scolastico;01Q;9788808236470;23647;"ARPINATI""MUSIANI*MAT AZ 3E CNF2 LDM ";15;26.80;1350;536
0-Scolastico;01Q;9788808436474;43647;"ARPINATI""MUSIANI*MAT AZ 3E CNF3 LDM ";15;27.60;1100;544
0-Scolastico;01Q;9788808736475;73647;"ARPINATI""MUSIANI*MAT AZ 3E IMPAR 1  ";15;9.90;470;192
0-Scolastico;01Q;9788808836472;83647;"ARPINATI""MUSIANI*MAT AZ 3E IMPAR 2  ";15;8.60;400;160
0-Scolastico;01Q;9788808936479;93647;"ARPINATI""MUSIANI*MAT AZ 3E IMPAR 3  ";15;8.60;410;160
0-Scolastico;01Q;9788808620378;62037;"ARPINATI""MUSIANI*MAT AZ 4E CNF1 LDM ";21;26.60;1530;760
0-Scolastico;01Q;9788808493668;49366;"ARPINATI""MUSIANI*MAT AZ 4E CNF2 LDM ";21;25.91;0;568
0-Scolastico;01Q;9788808967015;96701;"ARPINATI""MUSIANI*MAT AZ 4E CNF3 LDM ";21;26.71;0;536
0-Scolastico;01Q;9788808505415;50541;"ARPINATI""MUSIANI*MAT AZ 4E IMPARA 1 ";21;10.81;0;208
0-Scolastico;01Q;9788808614070;61407;"ARPINATI""MUSIANI*MAT AZ 4E IMPARA 2 ";21;9.51;0;176
0-Scolastico;01Q;9788808721747;72174;"ARPINATI""MUSIANI*MAT AZ 4E IMPARA 3 ";21;9.51;0;176
0-Scolastico;01Q;9788808944443;94444;"ARPINATI""MUSIANI*MAT AZ INVALSI 5E  ";20;7.41;0;104
0-Scolastico;01A;9788808635136;63513;ASSANDRI*CUORE STORIE VIS CLAS+1 LD ;14;24.00;1690;896
0-Scolastico;01A;9788808436351;43635;ASSANDRI*CUORE STORIE VISUALE 2  LD ;15;22.20;850;488
0-Scolastico;01A;9788808636355;63635;ASSANDRI*CUORE STORIE VISUALE 3  LD ;15;22.70;890;504
0-Scolastico;01A;9788808301031;30103;ASSANDRI*LEGGERE I CLASSICI      LD ;14;19.00;780;416
0-Scolastico;01A;9788808740434;74043;ASSANDRI*MAPPE TESOR(ST2E ED CIV LD ;20;9.00;300;136
0-Scolastico;01A;9788808520654;52065;ASSANDRI*MAPPE TESOR(ST2E) 1+CL LDM ;19;26.90;2100;1192
0-Scolastico;01A;9788808212504;21250;ASSANDRI*MAPPE TESOR(ST2E) 2    LDM ;19;24.30;1140;664
0-Scolastico;01A;9788808604057;60405;ASSANDRI*MAPPE TESOR(ST2E) 3    LDM ;19;25.60;1180;680
0-Scolastico;01A;9788808748843;74884;ASSANDRI*MAPPE TESOR(ST2E) CLAS LDM ;19;20.00;920;528
0-Scolastico;01A;9788808838322;83832;ASSANDRI*MAPPE TESOR(ST2E) IMP CLAS ;20;11.00;480;224
0-Scolastico;01A;9788808477781;47778;ASSANDRI*MAPPE TESOR(ST2E) IMPARA 1 ;19;10.00;400;184
0-Scolastico;01A;9788808829405;82940;ASSANDRI*MAPPE TESOR(ST2E) IMPARA 2 ;19;10.00;410;184
0-Scolastico;01A;9788808760883;76088;ASSANDRI*MAPPE TESOR(ST2E) IMPARA 3 ;19;10.00;390;184
0-Scolastico;01A;9788808801036;80103;ASSANDRI*STORIE (RIF3E)PROVA NAZION ;15;5.30;260;112
0-Scolastico;01A;9788808901033;90103;ASSANDRI*STORIE (RIFUG3E) VOL.3  LD ;14;24.20;1000;576
0-Scolastico;01A;9788808437501;43750;ASSANDRI*STORIE (RIFUG3E)COMP REALT ;16;7.00;290;128
0-Scolastico;01H;9788808103192;10319;BARBERO ET AL*LA STORIA ROSSA 1  LD ;08;25.00;750;368
0-Scolastico;01H;9788808111371;11137;BARBERO ET AL*LA STORIA ROSSA 2  LD ;08;29.00;810;400
0-Scolastico;01H;9788808111395;11139;BARBERO ET AL*LA STORIA ROSSA 3  LD ;08;26.80;810;368
0-Scolastico;01D;9788808165312;16531;BASILE*CLASSMATES ON HOLIDAY 1   LM ;18;9.00;260;96
0-Scolastico;01D;9788808267702;26770;BASILE*CLASSMATES ON HOLIDAY 2   LM ;18;9.00;260;96
0-Scolastico;01U;9788808210722;21072;"BERSI""RICCI*ARTE IMM 2E ALTA LEG    ";12;8.20;350;128
0-Scolastico;01U;9788808190284;19028;"BERSI""RICCI*ARTE IMM 2E ALTA LEG5SA ";12;34.50;1850;640
0-Scolastico;01U;9788808110114;11011;"BERSI""RICCI*ARTE IMM 2E ARTE LMS    ";12;22.30;1150;368
0-Scolastico;01U;9788808210258;21025;"BERSI""RICCI*ARTE IMM 2E ARTE PL LMS ";12;27.40;1450;472
0-Scolastico;01U;9788808209917;20991;"BERSI""RICCI*ARTE IMM 2E UPL LMS     ";12;38.00;2250;744
0-Scolastico;01U;9788808196989;19698;"BERSI""RICCI*ARTE IMM 2ED U LMS      ";12;33.50;2010;640
0-Scolastico;01U;9788808334305;33430;"BERSI""RICCI*GUARDARE A+B ESSENZ LMS ";10;24.90;1150;368
0-Scolastico;01U;9788808124180;12418;"BERSI""RICCI*GUARDARE CNF A+B LMS    ";09;32.50;1600;568
0-Scolastico;01U;9788808066350;06635;"BERSI""RICCI*GUARDARE CNF APL+B LMS  ";09;35.20;1740;632
0-Scolastico;01U;9788808255860;25586;"BERSI""RICCI*GUARDARE VOL 2 LM       ";11;14.60;540;168
0-Scolastico;01U;9788808156013;15601;"BERSI""RICCI*GUARDARE VOL 3 LM       ";11;14.80;610;176
0-Scolastico;01U;9788808537454;53745;"BERSI""RICCI*LIBRO ARTE IMM 10 COMP  ";16;6.90;300;88
0-Scolastico;01U;9788808740601;74060;"BERSI""RICCI*LIBRO ARTE IMM ARTE LDM ";17;23.60;1040;472
0-Scolastico;01U;9788808356772;35677;"BERSI""RICCI*LIBRO ARTE IMM CONF LDM ";17;30.70;1520;640
0-Scolastico;01U;9788808336682;33668;"BERSI""RICCI*LIBRO ARTE IMMAG    LDM ";15;28.60;1200;544
0-Scolastico;01U;9788808437457;43745;"BERSI""RICCI*LIBRO ARTE IMMAG IMPARA ";16;9.60;470;152
0-Scolastico;01U;9788808501127;50112;BERSI*ATLANTE ARTE VIS CNF.PLUS LDM ;14;27.80;1350;416
0-Scolastico;01U;9788808401120;40112;BERSI*ATLANTE ARTE VIS IN POCHE PAR ;14;7.00;300;104
0-Scolastico;01U;9788808167330;16733;BERSI*ATLANTE ARTE VIS VOL PLUS LDM ;14;24.00;930;344
0-Scolastico;01U;9788808701121;70112;BERSI*ATLANTE ARTE VIS VOL U    LDM ;14;19.30;730;264
0-Scolastico;01U;9788808725066;72506;BERSI*VIVI ARTE IMPARARE            ;21;10.00;490;176
0-Scolastico;01U;9788808743978;74397;BERSI*VIVI ARTE STORIA ARTE     LDM ;21;22.81;0;528
0-Scolastico;01U;9788808720290;72029;BERSI*VIVI ARTE U               LDM ;20;27.00;1470;624
0-Scolastico;01Q;9788808921277;92127;BERTINETTO*CONTACI 2ED 1        LDM ;19;27.50;1160;672
0-Scolastico;01Q;9788808547477;54747;BERTINETTO*CONTACI 2ED 2        LDM ;19;25.90;950;544
0-Scolastico;01Q;9788808567055;56705;BERTINETTO*CONTACI 2ED 3        LDM ;19;27.80;970;608
0-Scolastico;01Q;9788808951755;95175;BERTINETTO*CONTACI 2ED IMPARARE 1   ;19;8.00;380;136
0-Scolastico;01Q;9788808266538;26653;BERTINETTO*CONTACI 2ED IMPARARE 2   ;19;7.60;340;120
0-Scolastico;01Q;9788808589569;58956;BERTINETTO*CONTACI 2ED IMPARARE 3   ;19;7.60;370;128
0-Scolastico;01Q;9788808664082;66408;BERTINETTO*CONTACI 2ED VACANZA 1    ;20;8.20;230;96
0-Scolastico;01Q;9788808839497;83949;BERTINETTO*CONTACI 2ED VACANZA 2    ;20;9.00;260;112
0-Scolastico;01Q;9788808211323;21132;BERTINETTO*CONTACI CONF1        LDM ;13;31.40;1220;632
0-Scolastico;01Q;9788808400192;40019;BERTINETTO*CONTACI CONF2        LDM ;13;29.30;900;512
0-Scolastico;01Q;9788808220103;22010;BERTINETTO*CONTACI CONF3         LD ;12;26.90;1010;584
0-Scolastico;01Q;9788808600196;60019;BERTINETTO*CONTACI CONF3        LDM ;13;31.90;1020;584
0-Scolastico;01Q;9788808569394;56939;BERTINETTO*CONTACI IMPARARE         ;18;14.10;670;288
0-Scolastico;01C;9788808160355;16035;BROUTE E AL*A TON TOUR 1        LDM ;14;16.90;430;168
0-Scolastico;01C;9788808901057;90105;BROUTE E AL*A TON TOUR 2        LDM ;14;17.00;430;168
0-Scolastico;01C;9788808101068;10106;BROUTE E AL*A TON TOUR 3        LDM ;14;18.90;490;192
0-Scolastico;01C;9788808935656;93565;BROUTE E AL*A TON TOUR U ARANC  LDM ;14;32.10;880;360
0-Scolastico;01A;9788808332691;33269;BRUNI E AL*NAVIGANDO 2           LD ;17;25.60;1040;640
0-Scolastico;01A;9788808303325;30332;BRUNI E AL*NAVIGANDO 3           LD ;17;26.20;1150;656
0-Scolastico;01A;9788808621160;62116;BRUNI E AL*NAVIGANDO CNF.1       LD ;17;27.60;1700;1056
0-Scolastico;01A;9788808973672;97367;BRUNI E AL*NAVIGANDO EPICA LETT  LD ;17;19.00;770;416
0-Scolastico;01A;9788808778376;77837;BRUNI E AL*NAVIGANDO IMPARARE       ;17;14.10;700;304
0-Scolastico;01A;9788808504289;50428;BRUNI E AL*NAVIGANDO INVALSI     LM ;17;5.90;240;104
0-Scolastico;01H;9788808421296;42129;CARIOLI*SPIEGO STORIA 1         LDM ;19;23.80;1020;464
0-Scolastico;01H;9788808525246;52524;CARIOLI*SPIEGO STORIA 2         LDM ;19;25.30;940;432
0-Scolastico;01H;9788808412294;41229;CARIOLI*SPIEGO STORIA 3         LDM ;19;26.90;1070;456
0-Scolastico;01H;9788808488244;48824;CARIOLI*SPIEGO STORIA CNF CIV+1 LDM ;20;24.70;1220;528
0-Scolastico;01H;9788808891945;89194;CARIOLI*SPIEGO STORIA IMPARARE 1    ;19;8.30;450;160
0-Scolastico;01H;9788808423061;42306;CARIOLI*SPIEGO STORIA IMPARARE 2    ;19;8.30;450;160
0-Scolastico;01H;9788808530738;53073;CARIOLI*SPIEGO STORIA IMPARARE 3    ;19;8.30;440;160
0-Scolastico;01D;9788808209412;20941;CARUZZO*MULTICOLOUR HOLIDAYS 2 LM   ;10;10.80;210;64
0-Scolastico;01H;9788808320391;32039;CELI E AL*STORIA IN AZIONE CNF1 LDM ;18;23.91;0;552
0-Scolastico;01H;9788808840691;84069;CELI E AL*STORIA IN AZIONE CNF2 LDM ;21;25.81;0;464
0-Scolastico;01H;9788808117298;11729;CELI E AL*STORIA IN AZIONE CNF3 LDM ;21;26.51;0;480
0-Scolastico;01H;9788808323842;32384;CELI E AL*STORIA IN AZIONE IMPARA 1 ;21;6.81;0;144
0-Scolastico;01H;9788808343420;34342;CELI E AL*STORIA IN AZIONE IMPARA 2 ;21;6.81;0;144
0-Scolastico;01H;9788808940537;94053;CELI E AL*STORIA IN AZIONE IMPARA 3 ;21;7.81;0;144
0-Scolastico;01J;9788808063052;06305;DAMICO*CITTAD E COST (MAN VIV)  LMS ;09;20.40;650;320
0-Scolastico;01D;9788808062116;06211;"DAVIES""MARRI*TOPICS TRINITY 3-4 LM  ";10;15.00;210;80
0-Scolastico;01D;9788808109446;10944;"DAVIES""MARRI*TOPICS TRINITY 5-6 LM  ";10;14.30;200;72
0-Scolastico;01I;9788808221117;22111;DINUCCI*DIARIO VIAGGIO 1        LDM ;17;19.20;920;336
0-Scolastico;01I;9788808842688;84268;DINUCCI*DIARIO VIAGGIO 2        LDM ;17;19.00;900;328
0-Scolastico;01I;9788808531902;53190;DINUCCI*DIARIO VIAGGIO 3        LDM ;17;21.80;990;368
0-Scolastico;01I;9788808326133;32613;DINUCCI*DIARIO VIAGGIO IMPARARE 1   ;17;7.90;350;120
0-Scolastico;01I;9788808531698;53169;DINUCCI*DIARIO VIAGGIO IMPARARE 2   ;17;7.90;340;112
0-Scolastico;01I;9788808629586;62958;DINUCCI*DIARIO VIAGGIO IMPARARE 3   ;17;7.70;400;120
0-Scolastico;01I;9788808701060;70106;DINUCCI*GEO OGNI GIORNO VIS 3   LDM ;14;21.70;840;304
0-Scolastico;01I;9788808335265;33526;DINUCCI*GEOCOM ARA(GEO2E)POCH PAR 1 ;14;6.00;260;88
0-Scolastico;01I;9788808435262;43526;DINUCCI*GEOCOM ARA(GEO2E)POCH PAR 2 ;14;7.00;300;104
0-Scolastico;01I;9788808535269;53526;DINUCCI*GEOCOM ARA(GEO2E)POCH PAR 3 ;14;7.00;330;112
0-Scolastico;01I;9788808157478;15747;DINUCCI*GEOCOM ARAN (GEOG2E) 1  LDM ;14;19.20;740;272
0-Scolastico;01I;9788808400239;40023;DINUCCI*GEOCOM ARAN (GEOG2E) 2  LDM ;14;20.20;780;280
0-Scolastico;01I;9788808900234;90023;DINUCCI*GEOCOM ARAN (GEOG2E) 3  LDM ;14;21.90;820;304
0-Scolastico;01I;9788808400246;40024;DINUCCI*GEOCOMMUNITY 3          LDM ;13;23.40;890;312
0-Scolastico;01I;9788808300409;30040;DINUCCI*GEOCOMMUNITY ALTA LEG 3  LM ;13;7.00;270;96
0-Scolastico;01T;9788808721136;72113;DIPALMA E AL*COMPUTER & CODING  LDM ;17;10.40;470;176
0-Scolastico;01D;9788808818539;81853;"DOOLEY""EVANS*CLASSM GREEN 1     LDM ";20;20.90;700;280
0-Scolastico;01D;9788808763310;76331;"DOOLEY""EVANS*CLASSM GREEN 2     LDM ";20;21.00;700;280
0-Scolastico;01D;9788808905963;90596;"DOOLEY""EVANS*CLASSM GREEN 3     LDM ";20;21.00;740;288
0-Scolastico;01D;9788808162014;16201;"DOOLEY""EVANS*CLASSM GREEN GRAMM 1   ";20;6.60;200;72
0-Scolastico;01D;9788808269690;26969;"DOOLEY""EVANS*CLASSM GREEN GRAMM 2   ";20;6.60;200;72
0-Scolastico;01D;9788808465467;46546;"DOOLEY""EVANS*CLASSM GREEN GRAMM 3   ";20;6.60;200;72
0-Scolastico;01D;9788808525178;52517;"DOOLEY""EVANS*CLASSM GREEN INVALSI   ";20;5.50;180;64
0-Scolastico;01D;9788808867865;86786;"DOOLEY""EVANS*CLASSM INVALSI UPDATE  ";18;5.00;160;56
0-Scolastico;01D;9788808921130;92113;"DOOLEY""EVANS*CLASSMATES 1       LDM ";17;20.70;650;264
0-Scolastico;01D;9788808351388;35138;"DOOLEY""EVANS*CLASSMATES 2       LDM ";17;20.60;650;264
0-Scolastico;01D;9788808742940;74294;"DOOLEY""EVANS*CLASSMATES 3       LDM ";17;20.60;700;280
0-Scolastico;01D;9788808879493;87949;"DOOLEY""EVANS*CLASSMATES IMPARARE LD ";17;10.30;370;144
0-Scolastico;01J;9788808220134;22013;FAENZA*FACCIAMO ED CIVICA        LD ;20;8.81;0;128
0-Scolastico;01D;9788808347428;34742;FERRAIOLO*LET S GO TO THE CINEMA LM ;07;8.40;220;80
0-Scolastico;01E;9788808320926;32092;GARZILLO*ICONOS JUEGO (CLT)     LDM ;17;12.50;420;176
0-Scolastico;01E;9788808059697;05969;GARZILLO*NUESTRO MUNDO LMS (CLT)    ;11;19.20;370;160
0-Scolastico;01A;9788808500212;50021;GIUSTI*ORA ITALIANO CONF 3      LDM ;13;31.30;1210;608
0-Scolastico;01D;9788808101464;10146;"IANTORNO""PAPA*MULTICOL CNF 1+EB LM  ";10;27.30;970;360
0-Scolastico;01D;9788808109484;10948;"IANTORNO""PAPA*MULTICOL CNF 2+EB LM  ";10;27.70;750;280
0-Scolastico;01D;9788808202611;20261;"IANTORNO""PAPA*MULTICOL CNF 3+EB LM  ";10;28.20;600;208
0-Scolastico;01D;9788808113276;11327;"IANTORNO""PAPA*MULTICOL CONF1+DVD LM ";08;26.20;1000;376
0-Scolastico;01D;9788808113894;11389;"IANTORNO""PAPA*MULTICOL CONF2+DVD LM ";08;27.30;780;256
0-Scolastico;01D;9788808114099;11409;"IANTORNO""PAPA*MULTICOL CONF3+DVD LM ";08;27.20;640;184
0-Scolastico;01D;9788808049872;04987;"IANTORNO""PAPA*MULTICOLOUR CONF1 LMS ";08;21.10;990;376
0-Scolastico;01D;9788808113313;11331;"IANTORNO""PAPA*MULTICOLOUR CONF2 LMS ";08;22.20;760;256
0-Scolastico;01D;9788808114075;11407;"IANTORNO""PAPA*MULTICOLOUR CONF3 LMS ";08;22.50;600;184
0-Scolastico;01D;9788808237446;23744;"IANTORNO""PAPA*SONG BOOK+CDA LM      ";09;9.60;240;64
0-Scolastico;01I;9788808901491;90149;"IARRERA""PILOTTI*FAC.GEO 3E 1    LDM ";16;15.30;670;248
0-Scolastico;01I;9788808921109;92110;"IARRERA""PILOTTI*FAC.GEO 3E 1+RE LDM ";16;19.20;860;320
0-Scolastico;01I;9788808301505;30150;"IARRERA""PILOTTI*FAC.GEO 3E 2    LDM ";16;19.90;770;288
0-Scolastico;01I;9788808401502;40150;"IARRERA""PILOTTI*FAC.GEO 3E 3    LDM ";16;22.00;900;336
0-Scolastico;01I;9788808601513;60151;"IARRERA""PILOTTI*FAC.GEO 3E IMPAR 1  ";16;6.50;240;80
0-Scolastico;01I;9788808701510;70151;"IARRERA""PILOTTI*FAC.GEO 3E IMPAR 2  ";16;6.60;240;80
0-Scolastico;01I;9788808901514;90151;"IARRERA""PILOTTI*FAC.GEO 3E IMPAR 3  ";16;6.70;240;80
0-Scolastico;01I;9788808801067;80106;IARRERA*ESPLORA VISUALE 1       LDM ;14;14.20;570;208
0-Scolastico;01I;9788808901064;90106;IARRERA*ESPLORA VISUALE 2       LDM ;14;19.20;660;240
0-Scolastico;01I;9788808201072;20107;IARRERA*ESPLORA VISUALE 3       LDM ;14;20.80;740;264
0-Scolastico;01I;9788808301079;30107;IARRERA*ESPLORA VISUALE POCHE PAR 1 ;14;6.00;220;72
0-Scolastico;01I;9788808935137;93513;IARRERA*ESPLORA VISUALE POCHE PAR 2 ;14;6.00;220;72
0-Scolastico;01I;9788808235145;23514;IARRERA*ESPLORA VISUALE POCHE PAR 3 ;14;6.00;220;72
0-Scolastico;01I;9788808267788;26778;IARRERA*ESPLORA VISUALE REG+1   LDM ;14;17.30;680;248
0-Scolastico;01I;9788808489753;48975;IARRERA*VIVI GEO (FAC4E) 1      LDM ;21;16.30;810;304
0-Scolastico;01I;9788808128546;12854;IARRERA*VIVI GEO (FAC4E) 2      LDM ;21;19.91;0;272
0-Scolastico;01I;9788808451576;45157;IARRERA*VIVI GEO (FAC4E) 3      LDM ;21;22.81;0;360
0-Scolastico;01I;9788808344878;34487;IARRERA*VIVI GEO (FAC4E) IMPARARE 1 ;21;0.01;0;0
0-Scolastico;01I;9788808252432;25243;IARRERA*VIVI GEO (FAC4E) IMPARARE 2 ;21;0.01;0;0
0-Scolastico;01I;9788808364456;36445;IARRERA*VIVI GEO (FAC4E) IMPARARE 3 ;21;0.01;0;0
0-Scolastico;01I;9788808320179;32017;IARRERA*VIVI GEO (FAC4E) RE+1   LDM ;21;20.40;1050;392
0-Scolastico;01D;9788808188717;18871;KELLY-CALZINI*SWITCH ON ARANC 1 LDM ;14;23.90;740;280
0-Scolastico;01D;9788808401083;40108;KELLY-CALZINI*SWITCH ON ARANC 2 LDM ;14;23.90;640;256
0-Scolastico;01D;9788808501080;50108;KELLY-CALZINI*SWITCH ON ARANC 3 LDM ;14;23.90;660;264
0-Scolastico;01D;9788808257369;25736;KELLY-CALZINI*SWITCH ON BASIC 1     ;12;5.30;150;56
0-Scolastico;01D;9788808157393;15739;KELLY-CALZINI*SWITCH ON BASIC 2     ;12;5.00;150;56
0-Scolastico;01D;9788808357465;35746;KELLY-CALZINI*SWITCH ON BASIC 3     ;12;5.00;110;48
0-Scolastico;01D;9788808061911;06191;KELLY-CALZINI*SWITCH ON CONF1   LMS ;12;21.10;720;272
0-Scolastico;01D;9788808156297;15629;KELLY-CALZINI*SWITCH ON CONF1 LMM   ;12;25.60;770;272
0-Scolastico;01D;9788808355980;35598;KELLY-CALZINI*SWITCH ON CONF2   LMS ;12;21.90;670;256
0-Scolastico;01D;9788808156594;15659;KELLY-CALZINI*SWITCH ON CONF2 LMM   ;12;26.30;690;256
0-Scolastico;01D;9788808156136;15613;KELLY-CALZINI*SWITCH ON CONF3   LMS ;12;22.00;740;272
0-Scolastico;01D;9788808156631;15663;KELLY-CALZINI*SWITCH ON CONF3 LMM   ;12;26.60;710;272
0-Scolastico;01A;9788808209252;20925;LANGER*LETTERE MOV ALTA LEG 3 LM    ;12;8.00;210;104
0-Scolastico;01A;9788808189509;18950;LANGER*LETTERE MOV ALTA LEG 5SAG 3  ;12;34.00;1100;480
0-Scolastico;01A;9788808208804;20880;LANGER*LETTERE MOVIM 3          LMS ;12;25.30;1000;568
0-Scolastico;01A;9788808308849;30884;LANGER*LETTERE MOVIM 3 LMM          ;12;30.10;1000;568
0-Scolastico;01D;9788808821249;82124;LEONARD*CULTURE CLUB            LDM ;16;17.20;490;192
0-Scolastico;01B;9788808421005;42100;LIVI-BACCI*IL LUNGO VIAGGIO      LD ;17;9.30;250;144
0-Scolastico;01B;9788808720962;72096;MARIUTTO*LETTERE VACANZE 1 LM       ;17;9.60;290;128
0-Scolastico;01B;9788808306760;30676;MARIUTTO*LETTERE VACANZE 2 LM       ;17;9.60;300;128
0-Scolastico;01B;9788808059512;05951;MUSELLO*PROSPECTUS LM (CLT)         ;11;18.40;640;336
0-Scolastico;01C;9788808520678;52067;PACI*3,2,1 C EST PARTI! 2ED (CL LDM ;18;18.00;440;184
0-Scolastico;01S;9788808206763;20676;PACI*FARE DISEGNO               LMS ;08;15.80;540;222
0-Scolastico;01T;9788808307446;30744;PACI*FARE INFORMATICA+CDR       LMS ;08;17.40;670;264
0-Scolastico;01S;9788808498328;49832;PACI*IDEA PRO(FARE2E)CNF ARA PL LDM ;18;22.00;1340;504
0-Scolastico;01S;9788808664051;66405;PACI*IDEA PROGE(FARE2E)CNF PLUS LDM ;17;26.90;1880;640
0-Scolastico;01S;9788808755117;75511;PACI*TEC.VER CNF TEC4.0+INF+DIS LDM ;20;26.50;2080;776
0-Scolastico;01S;9788808930347;93034;PACI*TEC.VER CNF TEC4.0+TAV+DIS LDM ;20;25.90;2010;720
0-Scolastico;01S;9788808598790;59879;PACI*TEC.VERD (FAR2E INFORM+COD LDM ;20;13.00;450;144
0-Scolastico;01S;9788808456441;45644;PACI*TEC.VERDE (ID2E) CNF U     LDM ;19;25.30;1780;648
0-Scolastico;01S;9788808520616;52061;PACI*TEC.VERDE (ID2E) CNF U+TAV LDM ;19;26.30;2040;712
0-Scolastico;01S;9788808549846;54984;PACI*TEC.VERDE IMPARARE             ;20;9.90;410;176
0-Scolastico;01S;9788808448620;44862;PACI*TEC.VERDE TEC4.0 COMP+DIS  LDM ;20;22.10;1560;584
0-Scolastico;01S;9788808938824;93882;PACI*TECNOLOGIA IDEE PER IMPARARE   ;18;9.50;320;120
0-Scolastico;01Q;9788808799951;79995;PAOLA E AL*MATEMAT VERSO II GRADO   ;20;8.41;0;96
0-Scolastico;01H;9788808648204;64820;"PAOLUCCI""SIGN#L ORA 4ED 1       LDM ";19;23.20;900;432
0-Scolastico;01H;9788808853769;85376;"PAOLUCCI""SIGN#L ORA 4ED 2       LDM ";19;26.30;950;456
0-Scolastico;01H;9788808305596;30559;"PAOLUCCI""SIGN#L ORA 4ED 3       LDM ";19;27.30;1000;480
0-Scolastico;01H;9788808920508;92050;"PAOLUCCI""SIGN#L ORA 4ED CITT+1  LDM ";19;24.00;1050;504
0-Scolastico;01H;9788808561084;56108;"PAOLUCCI""SIGN#L ORA 4ED IMPARARE 1  ";19;8.00;370;144
0-Scolastico;01H;9788808456724;45672;"PAOLUCCI""SIGN#L ORA 4ED IMPARARE 2  ";19;8.00;370;144
0-Scolastico;01H;9788808766649;76664;"PAOLUCCI""SIGN#L ORA 4ED IMPARARE 3  ";19;8.00;370;144
0-Scolastico;01H;9788808501042;50104;"PAOLUCCI""SIGN*L ORA 3E 3        LDM ";14;26.60;790;392
0-Scolastico;01H;9788808801043;80104;"PAOLUCCI""SIGN*L ORA 3E POCHE PAR 3  ";14;6.00;200;72
0-Scolastico;01H;9788808721242;72124;PAOLUCCI*DI TEMPO IN T(RAC2E) 1 LDM ;17;24.50;950;432
0-Scolastico;01H;9788808979438;97943;PAOLUCCI*DI TEMPO IN T(RAC2E) 2 LDM ;17;25.60;960;440
0-Scolastico;01H;9788808549709;54970;PAOLUCCI*DI TEMPO IN T(RAC2E) 3 LDM ;17;27.20;1020;456
0-Scolastico;01H;9788808413253;41325;PAOLUCCI*DI TEMPO IN TEMPO IMPARA 1 ;17;7.00;340;120
0-Scolastico;01H;9788808618818;61881;PAOLUCCI*DI TEMPO IN TEMPO IMPARA 2 ;17;7.00;340;120
0-Scolastico;01H;9788808344731;34473;PAOLUCCI*DI TEMPO IN TEMPO IMPARA 3 ;17;7.00;350;120
0-Scolastico;01H;9788808356369;35636;PAOLUCCI*VIAG.STORIA VIS 1      LDM ;14;19.80;720;288
0-Scolastico;01H;9788808401052;40105;PAOLUCCI*VIAG.STORIA VIS 2      LDM ;14;21.20;710;288
0-Scolastico;01H;9788808501059;50105;PAOLUCCI*VIAG.STORIA VIS 3      LDM ;14;23.10;770;312
0-Scolastico;01H;9788808701053;70105;PAOLUCCI*VIAG.STORIA VIS PONT+1 LDM ;14;22.20;880;336
0-Scolastico;01Z;9788808070159;07015;PASSARIELLO*FACC.SPORT INSIEME  LMS ;07;17.90;500;240
0-Scolastico;01E;9788808637512;63751;PEREZ-NAVARRO*EN JUEGO IMPARARE  LD ;16;12.80;330;126
0-Scolastico;01E;9788808407399;40739;PEREZ-NAVARRO*EN JUEGO ROSSA 1 LDM  ;19;18.80;700;264
0-Scolastico;01E;9788808613943;61394;PEREZ-NAVARRO*EN JUEGO ROSSA 2 LDM  ;19;19.00;520;208
0-Scolastico;01E;9788808202215;20221;PEREZ-NAVARRO*EN JUEGO ROSSA 3 LDM  ;19;19.80;510;200
