TIPOVOL;GRED;ISBN;CODVOL;TITOLO;ANNO;PREZZO;PESO;PAGINE
3-Giuridico;53C;9788808065575;06557;"STD20""LUONI*OBBLIGAZIONI            ";10;82.40;960;496
3-Giuridico;53C;9788808058553;05855;"STD21""CUOMO-ULLOA*MEDIAZ PROC CIV   ";11;51.90;600;280
3-Giuridico;53C;9788808058676;05867;"STD22""FABIANI*DIRITTO FALLIMENTARE  ";11;107.60;1350;840
3-Giuridico;53C;9788808065452;06545;"STD23""MUSOLINO*USUFRUTTO            ";11;105.00;930;616
3-Giuridico;53C;9788808065650;06565;"STD25""FINOCCHIARO*PRIVACY           ";12;73.90;930;464
3-Giuridico;53C;9788808058898;05889;"STD26""CALVO*VINCOLI DI DESTINAZIONE ";12;43.00;600;264
3-Giuridico;53C;9788808164186;16418;"STD27""AMBROSINI*ACCORDI RIST DEBITI ";12;65.70;680;320
3-Giuridico;53C;9788808058973;05897;"STD28""MUSOLINO*USO ABITAZIONE SERV  ";12;101.70;1070;632
3-Giuridico;53C;9788808164964;16496;"STD29""TEDOLDI*PROCED SOMMARIO COGN  ";13;124.00;1080;728
3-Giuridico;53C;9788808165428;16542;"STD30""DOSSETTI*RIFORMA FILIAZIONE   ";13;83.40;900;440
3-Giuridico;53C;9788808165565;16556;"STD31""SICA*NUOVA DISCIPL CONDOMINIO ";13;52.00;640;280
3-Giuridico;53C;9788808164223;16422;"STD32""AIELLO*RESP AMMINISTRAT SRL   ";13;72.70;830;408
3-Giuridico;53C;9788808164209;16420;"STD33""DALMOTTO*ARBITRATO SOCIETA    ";13;81.50;850;416
3-Giuridico;53C;9788808167149;16714;"STD35""ILARDI*NUOVO BREVETTO EUROPEO ";14;40.70;540;206
3-Giuridico;53C;9788808164247;16424;"STD36""LUCE*APPROVVIG LAVORI P.A.    ";14;106.00;1450;850
3-Giuridico;53C;9788808166203;16620;"STD37""VULLO*PROCESSO DEL LAVORO     ";15;91.40;980;488
3-Giuridico;53C;9788808921086;92108;"STD38""CROCI*ESECUZ CREDITI BANCARI  ";15;63.30;670;304
3-Giuridico;53C;9788808058690;05869;"STD39""RENNA*COMPRAVENDITA PART SOC  ";15;101.00;970;488
3-Giuridico;53C;9788808621054;62105;"STD40""AMBROSINI*PIANI RISTR DEBITI  ";16;92.30;1150;590
3-Giuridico;53C;9788808521002;52100;"STD41""AMBROSINI*NUOVO CRISI IMPRESA ";16;63.00;830;408
3-Giuridico;53C;9788808521026;52102;"STD42""VOLPE*CORREZ INTEGR CONTRATTO ";16;58.00;710;328
3-Giuridico;53C;9788808421050;42105;"STD43""AULETTA*CONTROLLI SOC PUBBL   ";17;72.40;780;368
3-Giuridico;53C;9788808621047;62104;"STD44""CECCHELLA*NUOVO APPELLO CIV   ";17;81.00;870;400
3-Giuridico;53C;9788808820761;82076;"STD45""AMBROSINI*FALLIMENTO          ";17;163.60;1540;700
3-Giuridico;53C;9788808812353;81235;"STD46""FABIANI*DIR CRISI INSOLVENZA  ";17;101.50;1100;656
3-Giuridico;53C;9788808258564;25856;"STD47""BERTOLOTTI*CONTROLLI SPA      ";18;139.70;1310;704
3-Giuridico;53C;9788808520791;52079;"STD48""VOLPE*RESPONSABIL SANITARIA   ";18;50.80;580;264
3-Giuridico;53C;9788808720856;72085;"STD49""MUSOLINO*SUPERFICIE SOPRAELEV ";18;88.70;1040;528
3-Giuridico;53C;9788808420442;42044;"STD50""FABIANI*STRUT CONCORDATO PREV ";19;66.00;710;336
3-Giuridico;53C;9788808520432;52043;"STD51""SANZO*COD CRISI IMPRESA INSOL ";19;80.00;690;416
3-Giuridico;53C;9788808720436;72043;"STD52""CRIVELLI*SOVRAINDEBITAMENTO   ";19;59.90;640;304
3-Giuridico;53C;9788808820853;82085;"STD53""FINOCCHIARO*FINTECH DIR CONC  ";19;119.80;1100;592
3-Giuridico;53C;9788808920447;92044;"STD54""MONTECCHIARI*DIR ALIMENTI     ";20;38.00;430;256
3-Giuridico;53C;9788808920409;92040;"STD55""AMBROSINI*CRISI IMP EMERG SAN ";20;89.00;1050;696
3-Giuridico;53C;9788808920393;92039;"STD56""DENICTOLIS*APP PUBB EM SANIT  ";21;57.00;470;288
4-Universitario;52A;9788808920966;92096;AMBROSETTI*DIR PENALE IMPRESA 4ED   ;16;70.50;850;584
4-Universitario;52A;9788808258083;25808;ATL DIR PRIV COMPARATO*GALGANO 5ED  ;11;59.50;1190;344
4-Universitario;52A;9788808420428;42042;AULETTA*DIR GIUDIZIARIO CIVILE      ;20;49.50;950;472
4-Universitario;52A;9788808920614;92061;BONFANTE*MAN DIR COOPERATIVO 2ED    ;17;24.50;260;206
4-Universitario;52A;9788808720795;72079;BULGHERONI*PROCED COMPOS CONFLITTI  ;18;29.30;480;288
4-Universitario;52A;9788808520098;52009;"CALVO""CIATTI*DIR PRIVATO 4ED       K";20;94.00;1300;920
4-Universitario;52A;9788808620224;62022;CALVO*DIR CIVILE CONTRATTO 2ED     K;20;60.50;980;672
4-Universitario;52A;9788808058959;05895;CALVO*DIRITTO CIVILE 1              ;15;40.90;650;392
4-Universitario;52A;9788808677747;67774;CALVO*DIRITTO CIVILE 3 T.1          ;16;58.50;790;560
4-Universitario;52A;9788808941565;94156;CALVO*DIRITTO CIVILE 3 T.2          ;17;73.00;1070;736
4-Universitario;52A;9788808620828;62082;CATERINA*LINEAM DIRITTO PRIVATO     ;18;40.01;0;400
4-Universitario;52A;9788808820969;82096;CAVALLI*LEZ CONTRATTI BANCARI 3ED   ;19;40.40;510;304
4-Universitario;52A;9788808320810;32081;CECCHELLA*DIR PROC CONTR FAMILIARI  ;18;33.10;550;336
4-Universitario;52A;9788808220516;22051;CELOTTO*COSTITUZIONE ITAL ANNOT 9ED ;18;11.00;100;136
4-Universitario;52A;9788808620439;62043;CERA*INVESTIMENTI FINANZIARI        ;20;22.20;380;224
4-Universitario;52A;9788808820143;82014;CERA*SOCIETA CON AZIONI QUOTATE 2E K;20;25.30;420;248
4-Universitario;52A;9788808421074;42107;"COM01""RONCO*1 LEGGE PENALE 3ED      ";16;66.50;730;512
4-Universitario;52A;9788808193926;19392;"COM02""RONCO*CC.PEN.2-T1 REATO 2ED   ";11;118.50;1330;928
4-Universitario;52A;9788808193940;19394;"COM02""RONCO*CC.PEN.2-T2 REATO 2ED  K";11;109.00;1240;864
4-Universitario;52A;9788808321107;32110;COTTINO*FONDAM DIR IMPRESA E SPA    ;15;25.00;310;208
4-Universitario;52A;9788808420244;42024;COTTINO*LIN SOCIOLOGIA DIRITTO 2ED  ;19;54.50;820;496
4-Universitario;52A;9788808720061;72006;COTTINO*LINEAM DIR COMMERC ED.COMP  ;20;40.00;670;456
4-Universitario;52A;9788808620095;62009;COTTINO*LINEAM DIR COMMERCIALE 4ED K;20;51.50;840;672
4-Universitario;52A;9788808520401;52040;DELLAPIETRA*PROCESSO CIV SPIEG RAG1 ;21;25.01;0;0
4-Universitario;52A;9788808620446;62044;DELLEDONNE*CONTUMACIA PROC CIVILE   ;18;18.20;230;176
4-Universitario;52A;9788808620408;62040;DELPRATO*LE SUCCESSIONI             ;20;69.00;1050;712
4-Universitario;52A;9788808621023;62102;DELPRATO*SPAZIO DEI PRIVATI.SCRITTI ;16;68.00;1240;656
4-Universitario;52A;9788808058775;05877;DOLMETTA*TRASPARENZA PRODOT BANCARI ;13;43.80;650;392
4-Universitario;52A;9788808268402;26840;FABIANI*DIR CRISI E INSOLVENZA      ;17;66.00;950;656
4-Universitario;52A;9788808165084;16508;"FAUCEGLIA""ROCCODITOR*DIR IMPR CRISI ";10;53.50;640;440
4-Universitario;52A;9788808420138;42013;FERRANDO*DIR FAMIGLIA 4ED          K;20;44.80;650;392
4-Universitario;52A;9788808165466;16546;FERRUA*IL GIUSTO PROCESSO 3ED       ;12;40.80;470;280
4-Universitario;52A;9788808620316;62031;"FIANDACA""MUSCO#D.P.GEN 8ED          ";19;74.00;1370;992
4-Universitario;52A;9788808190611;19061;"FIANDACA""MUSCO#D.P.SP.1 5ED         ";12;80.00;1250;720
4-Universitario;52A;9788808220752;22075;"FIANDACA""MUSCO#D.P.SP.2/T1 5ED     K";20;46.80;920;496
4-Universitario;52A;9788808421159;42115;"FIANDACA""MUSCO#D.P.SP.2/T2 7ED      ";15;35.30;700;320
4-Universitario;52A;9788808320629;32062;FINOCCHIARO*DIR ECCLES COMPATTO 5E  ;17;49.00;620;384
4-Universitario;52A;9788808520135;52013;FINOCCHIARO*DIR ECCLESIASTICO 13ED K;20;68.00;870;592
4-Universitario;52A;9788808620064;62006;FINOCCHIARO*DIRITTO DI INTERNET 3EDK;20;34.90;400;240
4-Universitario;52A;9788808321022;32102;FRANZONI*DIR ASSICURAZIONI          ;16;42.10;570;352
4-Universitario;52A;9788808420732;42073;"GALASSO""PALMERI*IST DIR PRIVATO T2  ";17;44.80;810;544
4-Universitario;52A;9788808299956;29995;"GALASSO""PALMERI*IST DIRITTO PRIV 2EK";20;86.00;1350;1096
4-Universitario;52A;9788808306302;30630;GALGANO*DIR COMMERCIALE 1 13ED RA   ;13;57.50;670;416
4-Universitario;52A;9788808106513;10651;GALGANO*DIR COMMERCIALE 2 18ED RA   ;13;63.50;800;576
4-Universitario;52A;9788808499936;49993;GHIDINI*PROPRIETA INTELLET E CONCOR ;21;25.00;430;256
4-Universitario;52A;9788808721020;72102;IRRERA*LINEAM DIR ASSICURATIVO      ;19;27.60;450;264
4-Universitario;52A;9788808070838;07083;MARTINI*DIRITTI GRECI               ;05;30.20;250;224
4-Universitario;52A;9788808420091;42009;MEZZETTI*DIR PENALE 3ED            K;20;89.00;1340;976
4-Universitario;52A;9788808255945;25594;"MONTALENTI""BALZOLA*SPA QUOTATA      ";10;33.20;350;188
4-Universitario;52A;9788808820365;82036;MORO*MAN DIR MINORILE 6ED           ;19;63.50;980;704
4-Universitario;52A;9788808265005;26500;MUSSO*BREVETTI INVENZ INDUSTRIALI   ;13;66.00;640;448
4-Universitario;52A;9788808820099;82009;NAPOLETANO*MAN DIR PEN AMBIENTALE   ;21;29.00;440;288
4-Universitario;52A;9788808320414;32041;PACCHI*DIRITTO CRISI E INSOLVENZA   ;20;29.00;500;302
4-Universitario;52A;9788808197733;19773;PASCUZZI*CERCARE IL DIRITTO 3ED    K;11;32.30;240;192
4-Universitario;52A;9788808220479;22047;PASCUZZI*CREATIVITA GIURISTA 2ED    ;18;32.30;310;248
4-Universitario;52A;9788808075499;07549;PASCUZZI*CYBERDIRITTO+CD ROM 2.0    ;03;19.00;130;80
4-Universitario;52A;9788808070951;07095;PASCUZZI*LEX AQUILIA+CDR            ;05;17.20;650;96
4-Universitario;52A;9788808069511;06951;PASCUZZI*PACTA SUNT SERVANDA+CDR    ;06;18.20;680;100
4-Universitario;52A;9788808320551;32055;"PATRIARCA""BENAZZO*DIR SOCIETA 2ED   ";18;41.70;680;408
4-Universitario;52A;9788808620774;62077;PEPE*ATENE A PROCESSO DIR ATENIESE  ;19;26.30;460;272
4-Universitario;52A;9788808788399;78839;"PRESTI""RESCIGNO*DIR COMM 1 9ED      ";19;48.00;470;368
4-Universitario;52A;9788808298959;29895;"PRESTI""RESCIGNO*DIR COMM 2 9ED      ";19;52.00;550;432
4-Universitario;52A;9788808720221;72022;"PRESTI""RESCIGNO*DIR COMM UNICO 9ED  ";19;96.00;920;768
4-Universitario;52A;9788808220622;22062;RESCIGNO*CORSO DIR PUBB 16ED        ;17;60.50;1070;744
4-Universitario;52A;9788808720092;72009;RUGGIERI*DIR PROCESS PRAT CRIM 2ED K;20;57.00;850;576
4-Universitario;52A;9788808620767;62076;TARULLO*GIUSTIZIA AMMINISTRATIVA    ;17;50.50;730;504
4-Universitario;52A;9788808420176;42017;TARULLO*MAN DIR AMMINISTR 2ED   LUMK;20;78.00;1270;872
4-Universitario;52A;9788808320780;32078;TISCINI*CATEGORIE PROCESSO CIVILE   ;17;22.60;370;224
4-Universitario;52A;9788808620620;62062;VERDE*DIR PROCESSUALE CIVILE 1 5ED  ;17;32.90;500;304
4-Universitario;52A;9788808520623;52062;VERDE*DIR PROCESSUALE CIVILE 2 5ED  ;17;41.20;620;384
4-Universitario;52A;9788808420626;42062;VERDE*DIR PROCESSUALE CIVILE 3 5ED  ;17;35.90;550;336
4-Universitario;52A;9788808521170;52117;VISINTINI*GUIDA ESERC DIR PRIV 3ED  ;15;33.00;830;320
4-Universitario;52A;9788808820624;82062;VISINTINI*NOZ GIUR DIR PRIVATO 6ED  ;17;44.20;780;488
4-Universitario;52A;9788808220691;22069;ZANON*SIST COSTIT MAGISTRATURA 5ED  ;19;42.70;640;384
4-Universitario;53F;9788808043856;04385;"COM03""RONCO*CC.PEN.3 PERSONE SANZ   ";06;133.00;1290;888
4-Universitario;60B;9788808165381;16538;ABEASIS*ELEM ALGEBRA LINEARE E GEOM ;93;30.80;450;296
4-Universitario;60T;9788808098306;09830;ABREU*GRAMMATICA PORTOGHESE MODERNO ;94;53.50;940;496
4-Universitario;60H;9788808621269;62126;ALBERTS*BIOL MOLEC CELLULA 6ED  LUM ;16;165.50;3020;1520
4-Universitario;60H;9788808520241;52024;ALBERTS*ESSENZ BIOL MOLECOL 5ED LUMK;20;91.00;1710;800
4-Universitario;60F;9788808720573;72057;ALBI*BIOCHIM CLINICA ESSENZIALE LUM ;19;29.30;490;224
4-Universitario;60H;9788808166227;16622;ALLISON*FONDAM BIOLOGIA MOLECOLARE  ;08;70.00;1240;704
4-Universitario;60T;9788808076618;07661;AMALDI*STORIA LETTER ARABA CLASSICA ;04;33.30;440;264
4-Universitario;60K;9788808193599;19359;"AMBROSE""HARRIS*MANUALE PACKAGING    ";13;34.70;1010;204
4-Universitario;60K;9788808421302;42130;AMBROSE*LIBRO DEL LAYOUT 2ED        ;16;41.20;1100;208
4-Universitario;60K;9788808420886;42088;AMBROSE*MAN GRAPHIC DESIGN 2ED      ;17;42.20;1050;208
4-Universitario;60G;9788808068019;06801;"ATKINS""DEPAULA*CHIMICA FISICA BIO 1 ";08;42.80;830;368
4-Universitario;60G;9788808049858;04985;"ATKINS""DEPAULA*CHIMICA FISICA BIO 2 ";08;41.80;750;344
4-Universitario;60G;9788808320971;32097;"ATKINS""JONES*PRINC CHIMICA 4ED  LUM ";18;99.80;2090;1024
4-Universitario;60G;9788808620521;62052;ATKINS*CHIMICA FISICA 6ED       LUMK;20;120.00;1870;944
4-Universitario;60G;9788808091840;09184;ATKINS*CHIMICA GENERALE 2ED         ;98;105.50;1670;1032
4-Universitario;60G;9788808058096;05809;ATKINS*CHIMICA INORGANICA 2ED       ;12;75.00;1720;688
4-Universitario;60G;9788808220684;22068;ATKINS*ELEM CHIMICA FISICA 4ED  LUM ;18;70.00;1320;624
4-Universitario;60G;9788808670120;67012;ATKINS*FONDAM CHIMICA GEN 2ED   LUM ;18;65.00;1520;816
4-Universitario;60G;9788808098016;09801;ATKINS*MECCANICA QUANTIST MOLECOLAR ;00;60.50;1270;560
4-Universitario;60B;9788808520357;52035;BAGARELLO*METODI MATEM FISICI ING   ;19;44.80;750;456
4-Universitario;60G;9788808173782;17378;BAIRD*CHIMICA AMBIENTALE 3ED        ;13;69.50;1440;800
4-Universitario;60Q;9788808920232;92023;BALDI*COMUNICARE AD ARTE        LUM ;20;28.00;550;336
4-Universitario;60Q;9788808720696;72069;BALDI*LINGUAGGIO E COMUNICAZ    LUM ;17;28.30;580;320
4-Universitario;60T;9788808320544;32054;BALDI*LINGUISTICA PER INSEGNARE     ;18;20.40;400;240
4-Universitario;60K;9788808195784;19578;BARONI*LA FORMA DEL DESIGN          ;12;30.70;650;272
4-Universitario;60B;9788808062550;06255;BAROZZI*ELEM ANALISI MATEMATICA 1   ;09;46.50;1030;496
4-Universitario;60B;9788808437082;43708;BAROZZI*ELEM ANALISI MATEMATICA 2   ;15;57.50;1100;640
4-Universitario;60B;9788808125460;12546;BAROZZI*MATEM PER INGEGNERIA+CD RA  ;04;35.90;760;384
4-Universitario;60B;9788808011695;01169;BAROZZI*PRIMO CORSO ANALISI MATEM   ;98;49.50;1200;568
4-Universitario;60G;9788808252371;25237;BELLINI*CHIM MEDICA PROPEDEUT   LUM ;18;40.70;770;352
4-Universitario;60L;9788808012500;01250;BELLUZZI*SCIENZA COSTRUZIONI 1 BROSS;00;95.50;870;700
4-Universitario;60L;9788808012524;01252;BELLUZZI*SCIENZA COSTRUZIONI 2 BROSS;00;97.00;1040;764
4-Universitario;60L;9788808012548;01254;BELLUZZI*SCIENZA COSTRUZIONI 3 BROSS;00;105.00;820;770
4-Universitario;60L;9788808012562;01256;BELLUZZI*SCIENZA COSTRUZIONI 4 BROSS;00;80.50;560;450
4-Universitario;60P;9788808246882;24688;BELSKY*PSICOLOGIA SVILUPPO 2        ;09;26.60;470;208
4-Universitario;60P;9788808720320;72032;BELSKY*PSICOLOGIA SVILUPPO 2ED  LUMK;20;58.00;1200;560
4-Universitario;60T;9788808138118;13811;"BERGER""SPICACCI*SAVOIR DIRE 2+CDA   ";08;32.30;600;256
4-Universitario;60T;9788808421210;42121;BERGER*SAVOIR DIRE-FAIRE 1 2ED  LUM ;16;34.30;700;304
4-Universitario;60K;9788808521309;52130;BEST*DESIGN MANAGEMENT              ;16;36.50;1100;216
4-Universitario;60D;9788808038234;03823;BETTINI*ELETTROMAGNETISMO NR 2 (DB) ;01;43.00;600;400
4-Universitario;60D;9788808088024;08802;BETTINI*MECCANICA E TERMODIN (DB)   ;96;60.50;1050;640
4-Universitario;60D;9788808144225;14422;BETTINI*ONDE E LUCE (DB)            ;93;41.70;530;360
4-Universitario;60M;9788808160393;16039;BITTANTI*INTRODUZ ALL AUTOMATICA    ;14;42.30;740;512
4-Universitario;60B;9788808091864;09186;"BOIERI""CHITI*PRECORSO DI MATEMATICA ";94;25.90;410;248
4-Universitario;60F;9788808520586;52058;BONACCORSI*METOD BIOCHIMICHE 2E LUM ;19;39.40;560;336
4-Universitario;60V;9788808071415;07141;"BOTTARI""PIZZICANNELLA*BENI CULTURAL ";07;40.90;810;368
4-Universitario;60B;9788808075475;07547;"BRAMANTI""PAGANI""SALSA*MATEMAT 2ED   ";04;50.00;890;656
4-Universitario;60B;9788808064851;06485;"BRAMANTI""PAGANI*ANALISI MAT 1       ";08;37.60;540;392
4-Universitario;60B;9788808254214;25421;"BRAMANTI""PAGANI*ANALISI MAT 1+ALGEB ";14;48.00;730;450
4-Universitario;60B;9788808122810;12281;"BRAMANTI""PAGANI*ANALISI MAT 2       ";09;46.50;690;504
4-Universitario;60B;9788808065735;06573;"BRAMANTI""TRAVAGLINI*MATEMATICA      ";09;29.00;770;352
4-Universitario;60K;9788808058010;05801;BRAMSTON*IL LINGUAGGIO DEI PRODOTTI ;11;25.00;510;176
4-Universitario;60G;9788808420879;42087;BROGGINI*CHIM COMPOSTI ETEROCICLICI ;17;30.70;610;320
4-Universitario;60H;9788808320964;32096;BROWN*BIOTECNOL MOLECOLARI 2ED  LUM ;17;40.70;650;352
4-Universitario;60F;9788808820693;82069;BROWN*CONOSCERE LA BIOCHIMICA   LUM ;18;56.50;1300;496
4-Universitario;60B;9788808166944;16694;"BRUGLIERI""COLORNI*RICERCA OPERATIVA ";12;47.00;890;464
4-Universitario;60H;9788808077714;07771;BUCHANAN*BIOCH BIOL MOLECOL PIANTE  ;03;172.00;2340;1288
4-Universitario;60T;9788808420527;42052;CALVI*ENHORABUENA 2ED           LUMK;20;42.50;860;400
4-Universitario;60G;9788808068538;06853;CAMPANELLA ET AL*CHIMICA PER L ARTE ;07;52.50;970;512
4-Universitario;60X;9788808090799;09079;"CANDELA""SCORCU*ECONOMIA DELLE ARTI  ";04;33.90;790;352
4-Universitario;60G;9788808621238;62123;CAPPELLI*PRINC CHIMICA ALIMENTI LUM ;16;53.50;1070;560
4-Universitario;60B;9788808072573;07257;CARFAGNA*COMPL ES GEOM-ALG LIN 2ED  ;03;44.50;660;446
4-Universitario;60L;9788808320353;32035;CARFAGNI*ES DISEG MECCANICO 2ED LUMK;20;37.00;830;384
4-Universitario;60M;9788808621306;62130;CENTURELLI*FONDAM ELETTRONICA   LUM ;16;51.50;1040;592
4-Universitario;60G;9788808079336;07933;CHANG*CHIMICA FISICA 1              ;03;65.00;980;480
4-Universitario;60G;9788808057150;05715;CHANG*CHIMICA FISICA 2              ;03;52.00;800;384
4-Universitario;60B;9788808520463;52046;CODEGONE*METODI MAT INGEGNER 2E LUMK;18;26.01;0;320
4-Universitario;60B;9788808098146;09814;CODEGONE*METODI MATEM INGEGNERIA    ;95;35.00;540;320
4-Universitario;60E;9788808072733;07273;COLOMBO*ELEMENTI DI GEOTECNICA 3ED  ;04;70.50;950;480
4-Universitario;60D;9788808520548;52054;COLOMBO*FISICA DEI SEMICONDUTTORI   ;18;30.30;580;352
4-Universitario;60T;9788808720566;72056;COMOTTI*MANABOU! NIHONGO            ;19;25.60;440;200
4-Universitario;60P;9788808175465;17546;COOPER*TURISMO                      ;13;42.10;830;384
4-Universitario;60G;9788808071491;07149;COULTATE*CHIMICA DEGLI ALIMENTI     ;05;49.50;590;400
4-Universitario;60Y;9788808072290;07229;COUNSILMAN*NUOVA SCIENZA DEL NUOTO  ;04;37.40;490;224
4-Universitario;60X;9788808061591;06159;"COWEN""TABARROCK*PRINCIPI ECONOMIA   ";11;66.50;1150;616
4-Universitario;60H;9788808195319;19531;"COX""DOUDNA*BIOLOGIA MOLECOLARE      ";13;98.50;1800;750
4-Universitario;60H;9788808768988;76898;CURTIS*BASI BIOLOGIA            LUM ;17;32.90;730;384
4-Universitario;60H;9788808773784;77378;CURTIS*ELEM BIOLOGIA            LUM ;17;23.40;520;272
4-Universitario;60H;9788808420985;42098;CURTIS*INVITO ALLA BIOLOGIA     LUM ;17;66.50;1450;768
4-Universitario;60B;9788808176769;17676;DALLAGLIO*CALCOLO PROBABILITA 3ED   ;03;46.50;490;328
4-Universitario;60B;9788808220745;22074;DAMBROSIO*ANALISI MATEMATICA    LUM ;18;36.80;750;448
4-Universitario;60P;9788808520494;52049;DAMICO*PSICOLOGIA PER INSEGNARE     ;19;21.40;380;224
4-Universitario;60P;9788808072214;07221;DAMICO*STORIA E STORIE SCUOLA ITAL  ;10;67.50;1670;816
4-Universitario;60Q;9788808220981;22098;DARDANO*NUOVO MANUALETTO LING 2ED   ;17;22.40;520;320
4-Universitario;60T;9788808162984;16298;DEHEUVELS*GRAMMATICA ARABA 1+CDR    ;10;28.90;470;352
4-Universitario;60T;9788808121035;12103;DEHEUVELS*GRAMMATICA ARABA 2+CDR    ;11;28.90;500;384
4-Universitario;60B;9788808077677;07767;"DEMARCO""MARICONDA*ES CALC VARIAB(DB ";01;23.00;460;304
4-Universitario;60B;9788808096012;09601;"DEMARCO""MARICONDA*ESER ANALISI 2(DB ";98;35.10;890;528
4-Universitario;60B;9788808198310;19831;DEMARCO#ANALISI ZERO 3ED (DB)       ;97;11.90;230;128
4-Universitario;60B;9788808243126;24312;DEMARCO*ANALISI UNO 2ED (DB)        ;96;57.50;1010;608
4-Universitario;60P;9788808220967;22096;DENES*MAN NEUROPSICOLOGIA 3ED   LUMK;19;130.00;1730;1264
4-Universitario;60P;9788808067210;06721;DENES*PARLARE CON LA TESTA.         ;09;29.50;440;240
4-Universitario;60P;9788808076458;07645;DIGIOVANNI*PSICOLOGIA COMUNICAZIONE ;07;46.00;970;448
4-Universitario;60H;9788808520524;52052;DONATI*BIOLOGIA & GENETICA          ;19;25.30;520;240
4-Universitario;60H;9788808092540;09254;"DORIT""WALKER""BARNES*ZOOLOGIA        ";97;100.50;1810;1072
4-Universitario;60F;9788808321282;32128;DURANTI*INTR STUDIO PROTEINE    LUM ;16;25.60;460;208
4-Universitario;60P;9788808032591;03259;DURSO*ESPERIMENTI DI PSICOLOGIA 2ED ;00;31.90;390;224
4-Universitario;60H;9788808175045;17504;"EVERT""EICH*BIOL PIANTE RAVEN 7E LUM ";13;121.50;2010;944
4-Universitario;60N;9788808220356;22035;FABIETTI*STORIA ANTROPOLOGIA 4E LUMK;20;42.00;1010;416
4-Universitario;60B;9788808088857;08885;FABRIZIO*ELEM MECCANICA CLASSICA    ;02;37.80;420;264
4-Universitario;60B;9788808097392;09739;FACCHINI*ALGEBRA (DB)               ;00;52.00;790;464
4-Universitario;60H;9788808159885;15988;FERRARI*BIODIVERSITA 2ED            ;11;20.80;310;184
4-Universitario;60F;9788808354006;35400;"FERRIER""CHAMPE*BASI BIOCHIM 2ED LUM ";15;55.00;980;528
4-Universitario;60D;9788808221070;22107;FEYNMAN*FISICA CONF 3VL ED.MILL LUM ;17;139.50;3590;1550
4-Universitario;60D;9788808478153;47815;FEYNMAN*FISICA VOL.1 ED.MILL    LUM ;17;52.50;1220;550
4-Universitario;60D;9788808606297;60629;FEYNMAN*FISICA VOL.2 ED.MILL    LUM ;17;53.50;1270;600
4-Universitario;60D;9788808733641;73364;FEYNMAN*FISICA VOL.3 ED.MILL    LUM ;17;36.20;990;400
4-Universitario;60D;9788808620552;62055;"FORTE""ROTTOLI*FISICA QUANTISTICA    ";19;32.60;610;368
4-Universitario;60E;9788808720283;72028;FOSSEN*GEOLOGIA STRUTTURALE    LUM  ;20;59.00;1100;512
4-Universitario;60E;9788808061775;06177;"FOUBERG""DEBLIJ*GEOGRAFIA UMANA 3ED  ";10;47.50;1040;424
4-Universitario;60K;9788808164629;16462;FRAMPTON*STORIA ARCHIT MODERNA 4ED  ;08;40.20;640;520
4-Universitario;60A;9788808067777;06777;FREBERG*PSICOLOGIA BIOLOGICA        ;07;82.00;1170;656
4-Universitario;60B;9788808520203;52020;FUSCO*LEZIONI ANALISI MATEMATICA 2  ;20;49.00;1110;576
4-Universitario;60X;9788808921284;92128;GAFFEO*INTROD ECONOMIA 2ED      LUM ;15;51.50;1010;528
4-Universitario;60G;9788808260789;26078;GAMBI*ESERCIZI DI CHIMICA FISICA    ;13;19.20;350;208
4-Universitario;60A;9788808151407;15140;GAZZANIGA*NEUROSCIENZE COGNITIVE 2E ;15;73.50;1230;704
4-Universitario;60A;9788808320254;32025;GAZZANIGA*NEUROSCIENZE COGNITIVE 3EK;19;74.01;0;736
4-Universitario;60Q;9788808167422;16742;"GHIAZZA""NAPOLI*FIGURE RETORICHE     ";08;31.00;660;384
4-Universitario;60H;9788808320872;32087;GILBERT*BIOLOGIA SVILUPPO 5ED   LUM ;18;107.00;1900;912
4-Universitario;60D;9788808234001;23400;GOLDSTEIN*MECCANICA CLASSICA 2E RE  ;05;96.00;930;624
4-Universitario;60J;9788808820563;82056;"GOODMAN""GILMAN*BASI FARMACOL 13ED   ";19;175.00;3350;1512
4-Universitario;60J;9788808179043;17904;"GOODMAN""GILMAN*MANUALE BASI FARM 2E ";15;97.00;1270;1264
4-Universitario;60X;9788808259042;25904;"GOOLSBEE""LEVITT*MICROECONOMIA   LUM ";14;79.00;1320;750
4-Universitario;60T;9788808166449;16644;GRAMM PRATICA GIAPPONESE*MARINO     ;08;28.60;270;208
4-Universitario;60T;9788808065773;06577;GRAMMATICA RUSSA*TANCON             ;08;29.80;380;304
4-Universitario;60P;9788808059871;05987;GRAY*PSICOLOGIA 3ED                 ;12;62.00;990;560
4-Universitario;60H;9788808198709;19870;GRIFFITHS ET AL*GENETICA 7ED        ;13;97.50;1870;880
4-Universitario;60H;9788808920102;92010;GRIFFITHS ET AL*GENETICA 8ED    LUMK;20;87.51;0;800
4-Universitario;60E;9788808821232;82123;GROTZINGER*CAPIRE LA TERRA 3ED  LUM ;16;88.00;1320;752
4-Universitario;60P;9788808067975;06797;"HANSELL""DAMOUR*PSICOLOGIA CLINICA   ";07;70.00;1000;561
4-Universitario;60G;9788808821058;82105;HARRIS*CHIMICA ANALIT QUANT 3ED LUM ;17;99.80;1700;900
